Participant,Live_With,Another_Dog,Consider_Getting_Another_Dog,MostImp1_Rec,MostImp2_Rec,MostImp3_Rec,MostImp4_Rec,MostImp5_Rec,MostImp6_Rec,MostImpT2_1_Rec,MostImpT2_2_Rec,MostImpT2_3_Rec,MostImpT2_4_Rec,MostImpT2_5_Rec,MostImpT2_6_Rec,Where_Purchased_Rec,ExpectationsMet_YesNo,ExpectationsMet_Rec,Time_Thinking_Rec,Where_Dog_Is_Now_Rec,Live_With_Time_Rec,Where_Would_You_Purchase_Rec,First,Second,Third,Fourth,Fifth,Sixth,Shelter,Breeder,Yes,appearance,breed,size,age,personality,trainability,compatibility,rank_sum
P611,1,0,1,5,4,7,2,6,1,5,4,7,6,2,1,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,6,4,7,2,1,5,3,28
P787,1,0,1,5,6,1,3,2,7,5,6,3,7,1,2,7,4,3,4,11,5,7,1,0,0,0,0,0,0,0,0,3,5,4,7,1,2,6,28
P797,0,0,1,5,4,1,2,6,7,5,4,2,6,7,3,7,4,3,2,7,2,7,1,0,0,0,0,0,0,0,0,3,4,7,2,1,5,6,28
P868,1,0,1,5,1,4,7,3,2,5,1,4,3,2,6,2,4,3,2,11,5,2,1,0,0,0,0,0,0,0,0,2,6,5,3,1,7,4,28
P1069,1,0,1,5,6,7,1,4,2,5,6,7,4,1,2,1,4,3,2,11,5,7,1,0,0,0,0,0,0,0,0,4,6,7,5,1,2,3,28
P1091,1,0,1,5,7,3,1,2,6,5,7,4,1,6,3,7,4,3,1,11,5,2,1,0,0,0,0,0,0,0,0,4,5,3,7,1,6,2,28
P1485,1,0,1,5,7,4,1,2,3,5,7,4,2,3,1,6,4,3,2,11,5,5,1,0,0,0,0,0,0,0,0,4,5,6,3,1,7,2,28
P1660,1,0,1,5,6,1,2,3,7,4,5,7,1,6,2,7,4,3,2,11,5,7,1,0,0,0,0,0,0,0,0,3,4,5,7,1,2,6,28
P100,1,1,#NULL!,5,3,6,7,4,2,8,8,8,8,8,8,7,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,7,6,2,5,1,3,4,28
P103,1,1,#NULL!,5,7,4,3,2,6,8,8,8,8,8,8,7,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,7,5,4,3,1,6,2,28
P354,1,0,1,5,4,1,7,6,3,4,5,7,6,1,3,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,3,7,6,2,1,5,4,28
P994,0,0,1,5,7,1,4,3,6,4,5,7,2,3,6,7,4,3,1,5,3,7,1,0,0,0,0,0,0,0,0,3,7,5,4,1,6,2,28
P569,1,0,1,5,6,1,7,2,3,5,4,6,1,7,2,3,4,3,4,11,5,7,1,0,0,0,0,0,0,0,0,3,5,6,7,1,2,4,28
P1101,1,0,1,5,4,1,2,6,3,5,4,1,6,3,2,4,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,3,4,6,2,1,5,7,28
P477,1,1,#NULL!,5,4,7,1,6,3,8,8,8,8,8,8,2,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,4,7,6,2,1,5,3,28
P1584,1,1,#NULL!,5,4,7,2,3,6,8,8,8,8,8,8,4,4,3,4,11,5,8,1,0,0,0,0,0,0,0,0,7,4,5,2,1,6,3,28
P1081,1,0,1,5,2,6,7,3,1,5,4,7,6,2,1,1,4,3,4,11,5,7,1,0,0,0,0,0,0,0,0,6,2,5,7,1,3,4,28
P1245,1,0,1,5,4,6,7,2,3,6,5,3,4,1,2,7,4,3,4,11,5,2,1,0,0,0,0,0,0,0,0,7,5,6,2,1,3,4,28
P59,1,0,1,5,2,6,1,3,7,5,7,2,1,6,3,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,4,2,5,7,1,3,6,28
P1363,0,0,1,5,2,4,1,7,3,5,4,2,7,6,3,7,4,3,1,5,3,7,1,0,0,0,0,0,0,0,0,4,2,6,3,1,7,5,28
P17,1,0,1,5,3,1,2,6,7,4,3,1,5,7,2,6,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,3,4,2,7,1,5,6,28
P1641,1,0,1,5,7,6,3,2,1,5,7,3,6,2,1,7,4,3,2,11,5,7,1,0,0,0,0,0,0,0,0,6,5,4,7,1,3,2,28
P949,1,0,1,5,1,4,3,6,7,5,4,6,3,1,7,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,2,7,4,3,1,5,6,28
P778,1,1,#NULL!,5,4,7,3,1,6,8,8,8,8,8,8,2,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,5,7,4,2,1,6,3,28
P1099,1,1,#NULL!,5,1,2,7,6,4,8,8,8,8,8,8,7,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,2,3,7,6,1,5,4,28
P1323,1,1,#NULL!,5,4,7,3,1,6,8,8,8,8,8,8,2,4,3,2,11,5,8,1,0,0,0,0,0,0,0,0,5,7,4,2,1,6,3,28
P484,1,0,1,5,7,3,1,4,6,5,7,6,4,3,2,7,4,3,2,11,5,7,1,0,0,0,0,0,0,0,0,4,7,3,5,1,6,2,28
P1190,1,0,1,5,2,3,7,1,6,5,7,4,3,6,1,2,4,3,2,11,5,2,1,0,0,0,0,0,0,0,0,5,2,3,7,1,6,4,28
P164,1,1,#NULL!,5,4,7,1,3,6,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,7,5,2,1,6,3,28
P183,1,0,1,5,4,7,3,1,2,5,4,3,7,1,6,2,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,5,6,4,2,1,7,3,28
P1242,1,1,#NULL!,5,3,7,1,4,6,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,7,2,5,1,6,3,28
P1077,1,0,0,5,7,6,3,1,4,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,7,4,6,1,3,2,28
P556,1,1,#NULL!,5,2,4,7,6,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,2,7,3,1,5,4,28
P153,1,1,#NULL!,5,4,7,3,1,6,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,7,4,2,1,6,3,28
P640,1,1,#NULL!,5,4,6,1,1,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,7,6,2,1,3,0,24
P539,1,1,#NULL!,5,4,7,6,1,3,8,8,8,8,8,8,3,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,7,6,2,1,4,3,28
P80,0,1,#NULL!,5,1,2,4,7,6,8,8,8,8,8,8,7,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,2,3,7,4,1,6,5,28
P231,0,1,#NULL!,5,4,2,1,6,3,8,8,8,8,8,8,3,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,4,3,6,2,1,5,7,28
P259,1,1,#NULL!,5,4,6,2,3,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,4,5,2,1,3,7,28
P267,1,1,#NULL!,5,3,4,1,7,6,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,7,2,3,1,6,5,28
P331,1,1,#NULL!,5,4,6,1,7,2,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,6,7,2,1,3,5,28
P474,1,1,#NULL!,5,4,1,7,3,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,7,5,2,1,6,4,28
P497,1,1,#NULL!,5,4,1,6,7,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,7,6,2,1,4,5,28
P689,0,1,#NULL!,5,4,1,2,3,7,8,8,8,8,8,8,7,4,4,2,5,2,8,1,0,0,0,0,0,0,0,0,3,4,5,2,1,7,6,28
P699,0,1,#NULL!,5,4,7,6,1,3,8,8,8,8,8,8,7,4,4,4,4,1,8,1,0,0,0,0,0,0,0,0,5,7,6,2,1,4,3,28
P716,1,1,#NULL!,5,6,7,4,3,1,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,7,5,4,1,2,3,28
P757,1,1,#NULL!,5,4,6,7,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,5,6,2,1,3,4,28
P828,0,1,#NULL!,5,4,1,3,1,2,8,8,8,8,8,8,7,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,5,6,4,2,1,7,0,25
P831,1,1,#NULL!,5,4,6,1,3,2,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,6,5,2,1,3,7,28
P873,1,1,#NULL!,5,4,7,3,2,1,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,6,5,4,2,1,7,3,28
P890,1,1,#NULL!,5,4,7,2,6,3,8,8,8,8,8,8,4,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,4,6,2,1,5,3,28
P1034,1,1,#NULL!,5,4,1,6,7,2,8,8,8,8,8,8,1,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,6,7,2,1,4,5,28
P1114,1,1,#NULL!,5,4,3,7,1,6,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,7,3,2,1,6,4,28
P1126,0,1,#NULL!,5,6,1,2,3,4,8,8,8,8,8,8,7,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,3,4,5,6,1,2,7,28
P1141,0,1,#NULL!,5,6,1,4,2,7,8,8,8,8,8,8,7,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,3,5,7,4,1,2,6,28
P1180,1,1,#NULL!,5,4,2,7,3,6,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,7,3,5,2,1,6,4,28
P1193,1,1,#NULL!,5,4,2,7,3,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,3,5,2,1,7,4,28
P1253,1,1,#NULL!,5,3,4,1,6,7,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,7,2,3,1,5,6,28
P1287,1,1,#NULL!,5,4,1,6,7,3,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,3,7,6,2,1,4,5,28
P1397,0,1,#NULL!,5,4,2,1,3,6,8,8,8,8,8,8,7,4,4,1,5,2,8,1,0,0,0,0,0,0,0,0,4,3,5,2,1,6,7,28
P1401,1,1,#NULL!,5,4,1,2,6,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,4,7,2,1,5,6,28
P1571,1,1,#NULL!,5,2,7,1,6,4,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,4,2,7,6,1,5,3,28
P186,1,0,1,5,3,6,4,7,1,7,5,4,6,3,1,7,4,4,4,11,5,7,1,0,0,0,0,0,0,0,0,6,7,2,4,1,3,5,28
P255,1,0,1,5,6,1,3,2,4,4,1,3,6,2,7,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,3,5,4,6,1,2,7,28
P382,1,0,1,5,1,3,6,7,4,4,5,6,7,3,2,2,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,2,7,3,6,1,4,5,28
P470,1,0,1,5,3,7,2,1,4,2,3,6,7,4,5,3,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,4,2,6,1,7,3,28
P776,1,0,1,5,4,6,3,1,7,4,5,6,1,7,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,7,4,2,1,3,6,28
P794,1,0,1,5,4,7,2,1,6,4,7,5,3,2,1,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,5,4,7,2,1,6,3,28
P850,0,0,1,5,4,2,6,7,3,7,5,4,1,6,2,4,4,4,1,6,2,7,1,0,0,0,0,0,0,0,0,7,3,6,2,1,4,5,28
P864,1,0,1,5,4,6,1,3,7,5,4,7,6,3,2,6,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,7,5,2,1,3,6,28
P940,1,0,1,5,4,6,1,7,3,4,5,1,6,7,2,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,4,7,6,2,1,3,5,28
P964,1,0,1,5,2,3,7,6,1,3,4,5,7,2,6,2,4,4,4,11,5,2,1,0,0,0,0,0,0,0,0,6,2,3,7,1,5,4,28
P1002,1,0,1,5,7,3,6,2,4,5,3,2,4,7,1,2,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,7,5,3,6,1,4,2,28
P1043,1,0,1,5,4,7,6,3,1,4,5,7,6,1,3,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,6,7,5,2,1,4,3,28
P1092,1,0,1,5,4,6,7,1,3,5,7,4,3,2,1,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,5,7,6,2,1,3,4,28
P1243,1,0,1,5,3,2,1,7,6,5,4,3,2,7,6,5,4,4,2,11,5,2,1,0,0,0,0,0,0,0,0,4,3,2,7,1,6,5,28
P1299,1,0,1,5,4,1,7,6,3,5,4,7,1,6,3,7,4,4,2,11,5,7,1,0,0,0,0,0,0,0,0,3,7,6,2,1,5,4,28
P1518,1,0,1,5,1,2,7,4,1,5,4,2,1,7,6,7,4,4,1,11,5,7,1,0,0,0,0,0,0,0,0,6,3,7,5,1,0,4,26
P11,1,1,#NULL!,5,4,3,2,7,1,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,4,3,2,1,7,5,28
P26,1,1,#NULL!,5,6,2,1,7,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,3,6,7,1,2,5,28
P27,1,1,#NULL!,5,4,3,2,7,1,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,4,3,2,1,7,5,28
P37,1,1,#NULL!,5,4,6,2,1,7,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,4,7,2,1,3,6,28
P45,1,1,#NULL!,5,4,6,1,7,2,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,6,7,2,1,3,5,28
P52,1,1,#NULL!,5,3,7,2,6,4,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,7,4,2,6,1,5,3,28
P65,1,1,#NULL!,5,7,6,1,2,4,8,8,8,8,8,8,1,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,7,6,1,3,2,28
P72,1,1,#NULL!,5,3,7,2,4,6,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,7,4,2,5,1,6,3,28
P134,1,1,#NULL!,5,4,7,3,1,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,7,6,2,1,0,3,24
P144,1,1,#NULL!,5,7,1,3,6,2,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,6,4,7,1,5,2,28
P147,1,1,#NULL!,5,7,4,2,6,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,4,7,3,1,5,2,28
P165,1,1,#NULL!,5,3,4,7,2,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,5,2,3,1,6,4,28
P169,1,1,#NULL!,5,4,7,3,6,1,8,8,8,8,8,8,3,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,6,7,4,2,1,5,3,28
P181,1,1,#NULL!,5,6,3,1,7,2,8,8,8,8,8,8,5,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,6,3,7,1,2,5,28
P206,1,1,#NULL!,5,4,3,1,2,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,3,2,1,6,7,28
P219,1,1,#NULL!,5,5,2,1,4,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,3,7,5,2,6,0,27
P223,1,1,#NULL!,5,4,2,6,3,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,3,5,2,1,4,6,28
P229,1,1,#NULL!,5,4,6,1,2,3,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,4,5,6,2,1,3,7,28
P230,1,1,#NULL!,5,6,7,1,2,3,8,8,8,8,8,8,3,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,6,7,1,2,3,28
P232,1,1,#NULL!,5,7,3,1,2,6,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,5,3,7,1,6,2,28
P233,1,1,#NULL!,5,4,3,7,6,2,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,6,3,2,1,5,4,28
P282,1,1,#NULL!,5,6,1,2,7,3,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,4,6,7,1,2,5,28
P293,1,1,#NULL!,5,5,5,6,1,4,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,5,7,0,6,3,4,0,25
P318,1,1,#NULL!,5,2,7,4,1,3,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,2,6,4,1,7,3,28
P320,1,1,#NULL!,5,4,2,3,6,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,3,4,2,1,5,7,28
P343,1,1,#NULL!,5,2,6,3,3,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,2,5,7,1,3,0,24
P369,1,1,#NULL!,5,3,1,4,7,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,7,2,4,1,6,5,28
P371,1,1,#NULL!,5,1,4,6,7,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,2,7,6,3,1,4,5,28
P377,1,1,#NULL!,5,3,7,1,4,6,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,7,2,5,1,6,3,28
P384,1,1,#NULL!,5,4,3,7,6,2,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,6,3,2,1,5,4,28
P391,1,1,#NULL!,5,2,1,3,6,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,2,4,7,1,5,6,28
P395,1,1,#NULL!,5,2,4,7,6,1,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,2,7,3,1,5,4,28
P398,1,1,#NULL!,5,5,1,4,6,7,8,8,8,8,8,8,3,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,7,0,4,2,5,6,27
P410,1,1,#NULL!,5,3,4,7,1,6,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,7,2,3,1,6,4,28
P411,1,1,#NULL!,5,4,3,7,1,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,7,3,2,1,6,4,28
P419,1,1,#NULL!,5,3,4,6,2,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,5,2,3,1,4,7,28
P425,1,1,#NULL!,5,4,3,2,1,7,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,5,4,3,2,1,7,6,28
P427,1,1,#NULL!,5,2,7,1,4,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,2,7,5,1,6,3,28
P434,1,1,#NULL!,5,2,1,6,3,7,8,8,8,8,8,8,3,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,2,5,7,1,4,6,28
P472,1,1,#NULL!,5,1,4,7,3,6,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,2,7,5,3,1,6,4,28
P478,0,1,#NULL!,5,1,7,3,6,2,8,8,8,8,8,8,7,4,4,2,1,3,8,1,0,0,0,0,0,0,0,0,2,6,4,7,1,5,3,28
P479,0,1,#NULL!,5,4,1,7,3,6,8,8,8,8,8,8,7,4,4,2,5,3,8,1,0,0,0,0,0,0,0,0,3,7,5,2,1,6,4,28
P485,1,1,#NULL!,5,4,6,1,2,3,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,4,5,6,2,1,3,7,28
P501,1,1,#NULL!,5,6,2,3,1,4,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,3,4,6,1,2,7,28
P502,1,1,#NULL!,5,4,6,7,3,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,7,5,2,1,3,4,28
P537,1,1,#NULL!,5,3,1,7,2,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,5,2,7,1,6,4,28
P544,1,1,#NULL!,5,7,6,2,1,3,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,4,6,7,1,3,2,28
P551,1,1,#NULL!,5,2,6,1,3,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,2,5,7,1,3,6,28
P553,1,1,#NULL!,5,6,1,2,3,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,4,5,7,1,2,6,28
P560,1,1,#NULL!,5,7,6,3,1,2,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,6,4,7,1,3,2,28
P562,1,1,#NULL!,5,7,6,1,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,6,7,1,3,2,28
P607,1,1,#NULL!,5,5,3,4,2,1,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,5,3,4,2,7,0,27
P621,1,1,#NULL!,5,3,7,1,2,4,8,8,8,8,8,8,2,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,2,6,1,7,3,28
P627,1,1,#NULL!,5,1,4,6,3,2,8,8,8,8,8,8,3,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,2,6,5,3,1,4,7,28
P629,1,1,#NULL!,5,1,4,3,2,1,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,6,5,4,3,1,7,0,26
P632,1,1,#NULL!,5,4,1,7,3,6,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,7,5,2,1,6,4,28
P662,1,1,#NULL!,5,7,2,6,3,1,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,3,5,7,1,4,2,28
P667,1,1,#NULL!,5,4,7,6,1,3,8,8,8,8,8,8,3,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,7,6,2,1,4,3,28
P669,1,1,#NULL!,5,2,7,1,6,4,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,4,2,7,6,1,5,3,28
P677,1,1,#NULL!,5,3,2,1,4,7,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,3,2,5,1,7,6,28
P678,1,1,#NULL!,5,1,2,7,3,4,8,8,8,8,8,8,3,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,2,3,5,6,1,7,4,28
P688,1,1,#NULL!,5,6,1,2,7,3,8,8,8,8,8,8,2,4,4,3,11,5,8,1,0,0,0,0,0,0,0,0,3,4,6,7,1,2,5,28
P714,1,1,#NULL!,5,3,1,6,7,2,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,6,2,7,1,4,5,28
P721,1,1,#NULL!,5,4,7,2,1,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,4,7,2,1,6,3,28
P722,1,1,#NULL!,5,4,7,3,2,6,8,8,8,8,8,8,6,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,5,4,2,1,6,3,28
P736,1,1,#NULL!,5,6,1,3,7,2,8,8,8,8,8,8,1,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,6,4,7,1,2,5,28
P759,1,1,#NULL!,5,4,7,6,1,2,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,5,6,7,2,1,4,3,28
P767,1,1,#NULL!,5,4,6,1,7,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,7,6,2,1,3,5,28
P773,1,1,#NULL!,5,7,4,1,6,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,7,6,3,1,5,2,28
P788,0,1,#NULL!,5,3,6,1,2,4,8,8,8,8,8,8,5,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,4,5,2,6,1,3,7,28
P793,1,1,#NULL!,5,1,2,7,6,3,8,8,8,8,8,8,3,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,2,3,6,7,1,5,4,28
P800,1,1,#NULL!,5,7,6,2,3,1,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,4,5,7,1,3,2,28
P814,1,1,#NULL!,5,4,1,7,3,2,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,6,5,2,1,7,4,28
P827,1,1,#NULL!,5,1,6,2,4,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,2,4,6,5,1,3,7,28
P838,1,1,#NULL!,5,2,7,3,6,1,8,8,8,8,8,8,2,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,6,2,4,7,1,5,3,28
P847,0,1,#NULL!,5,5,4,3,1,7,8,8,8,8,8,8,7,4,4,1,5,2,8,1,0,0,0,0,0,0,0,0,5,7,4,3,2,0,6,27
P853,1,1,#NULL!,5,7,4,1,6,2,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,4,6,7,3,1,5,2,28
P863,1,1,#NULL!,5,7,6,1,2,3,8,8,8,8,8,8,6,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,6,7,1,3,2,28
P874,1,1,#NULL!,5,7,1,2,3,6,8,8,8,8,8,8,7,4,4,4,11,5,8,1,0,0,0,0,0,0,0,0,3,4,5,7,1,6,2,28
P889,1,1,#NULL!,5,4,7,2,6,3,8,8,8,8,8,8,4,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,7,4,6,2,1,5,3,28
P901,1,1,#NULL!,5,2,7,6,1,3,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,5,2,6,7,1,4,3,28
P911,1,1,#NULL!,5,4,1,7,3,6,8,8,8,8,8,8,7,4,4,1,11,5,8,1,0,0,0,0,0,0,0,0,3,7,5,2,1,6,4,28
P919,1,1,#NULL!,5,6,1,7,2,3,8,8,8,8,8,8,7,4,4,2,11,5,8,1,0,0,0,0,0,0,0,0,3,5,6,7,1,2,4,28
P921,0,1,#NULL!,5,4,1,6,7,2,8,8,8,8,8,8,7,4,4,1,5,3,8,1,0,0,0,0,0,0,0,0,3,6,7,2,1,4,5,28
