What is the name of the dog you would like to submit a response for?,How long were you thinking about adding a new dog to the family  before you brought {{field:dog_name}} home?,What was your primary motivation for getting {{field:dog_name}}?,Where did you acquire {{field:dog_name}} from?,Please select the characteristic you found most important when choosing {{field:dog_name}}.,"Your number 1 choice is {{field:char_1_1}}.
What was the next most important characteristic?","Your rankings so far:
1. {{field:char_1_1}}
2. {{field:char_1_2}}
What was the next most important characteristic?","Your rankings so far:
1. {{field:char_1_1}}
2. {{field:char_1_2}}
3. {{field:char_1_3}}
What was the next most important characteristic?","Your rankings so far:
1. {{field:char_1_1}}
2. {{field:char_1_2}}
3. {{field:char_1_3}}
4. {{field:char_1_4}}
What was the next most important characteristic?","Your rankings so far:
1. {{field:char_1_1}}
2. {{field:char_1_2}}
3. {{field:char_1_3}}
4. {{field:char_1_4}}
5. {{field:char_1_5}}
What was the next most important characteristic?",Were your primary relationship expectations met?,Do you still live with {{field:dog_name}}?,How long did you and {{field:dog_name}} live together?,Where is {{field:dog_name}} now?,Would you like to enter information for another dog you own(ed)?,Would you ever consider bringing another dog into your life?,Please select the characteristic you find most important from the list.,"Your number 1 choice is {{field:char_2_1}}.
What is next most important characteristic?","Your rankings so far:
1. {{field:char_2_1}}
2. {{field:char_2_2}}
What is next most important characteristic?","Your rankings so far:
1. {{field:char_2_1}}
2. {{field:char_2_2}}
3. {{field:char_2_3}}
What is next most important characteristic?","Your rankings so far:
1. {{field:char_2_1}}
2. {{field:char_2_2}}
3. {{field:char_2_3}}
4. {{field:char_2_4}}
What is next most important characteristic?","Your rankings so far:
1. {{field:char_2_1}}
2. {{field:char_2_2}}
3. {{field:char_2_3}}
4. {{field:char_2_4}}
5. {{field:char_2_5}}
What is next most important characteristic?","If you were to bring another dog into your life, where are you likely to get that dog?",id,msg,list,sep,Submitted At,Token
max,1 week - 6 months,Companionship and affection,Shelter/Rescue,Compatability with other pets in the home,Individual personality/behavior,Size,Trainability,Breed,Appearance,Yes,True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Trainability,Breed,Size,Appearance,Shelter/Rescue,9899d89b0d857e54c190e0789c34ec14,,, ,3/5/2020 17:55:26,6sxwmsas2k601323xlgv16sxwmr9ih4v
Tulla,1 week - 6 months,Companion for another dog or pet,Family member or friend,Compatability with other pets in the home,Age,Individual personality/behavior,Size,Breed,Trainability,Yes,True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Size,Trainability,Age,Breed,Shelter/Rescue,4100f21f2dd74ab9cdec3abf237e500c,We have submissions for:,,", ",3/5/2020 17:56:01,7j676m0cs6rej28pzk17j676ddr1sa9s
Penny,1 week - 6 months,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Trainability,Size,Age,Breed,Appearance,"Partially, I accepted the dog and made it work",True,,,False,True,Individual personality/behavior,Trainability,Size,Age,Breed,Appearance,Shelter/Rescue,6a51cbdb9cbdea498dbed6aa77f96ad2,,, ,3/5/2020 17:56:25,3nsdzso8f3dk8eo3nsdzsoory2y64qhx
Rusty,1 week - 6 months,Companionship and affection,Shelter/Rescue,Breed,Size,Appearance,Age,Compatability with other pets in the home,Individual personality/behavior,Yes,True,,,True,,,,,,,,,9fe540750862741fe5729d71dfb714e0,We have submissions for:,,", ",3/5/2020 17:56:39,902lzdqd1hn1wa4n902lvyur4nicdjvs
Dutch,1 week - 6 months,Companionship and affection,Family member or friend,Breed,Appearance,Age,Trainability,Size,Individual personality/behavior,Yes,True,,,False,True,Individual personality/behavior,Appearance,Age,Size,Trainability,Breed,Shelter/Rescue,275ffa493895136d177cf535a774dc57,,, ,3/5/2020 17:57:58,zgp5sqjiz4gu12zgpadi6ftbr9sh2fxy
Oscar,6+ months - 6 years,"Exercise, adventure partner",Breeder,Breed,Age,Trainability,Individual personality/behavior,Size,Appearance,Yes,True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Trainability,Age,Breed,Size,Shelter/Rescue,49765fb8cf674310d969d6460f36e60b,,, ,3/5/2020 17:58:57,uebhzio2cmzunuzpjnuebhzipvx48ugw
Kaia,1 week - 6 months,Companionship and affection,Shelter/Rescue,Compatability with other pets in the home,Individual personality/behavior,Size,Trainability,Breed,Appearance,Yes,True,,,True,,,,,,,,,adcf697607c28405e1c0e4c3807bd984,,, ,3/5/2020 17:59:54,o3ezn39vwsio3ygt36po3ezdy3pyb9vy
Hank,Less than 1 week,He is a special needs furkid,Shelter/Rescue,Individual personality/behavior,Compatability with other pets in the home,Age,Trainability,Size,Appearance,"Partially, I accepted the dog and made it work",True,,,False,True,Breed,Size,Age,Individual personality/behavior,Compatability with other pets in the home,Appearance,Shelter/Rescue,9fe540750862741fe5729d71dfb714e0,We have submissions for:,,", ",3/5/2020 18:01:04,qvsyj75vje7a9l0muu4fqvsyj75df8t0
Madeleine,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Size,Individual personality/behavior,Age,Appearance,Trainability,Breed,Yes,True,,,False,True,Size,Individual personality/behavior,Age,Trainability,Appearance,Breed,Shelter/Rescue,7048fc8b57c742e730161179f21d7850,,, ,3/5/2020 18:01:10,d6bdmom7i8twwobvu856n0cgd6bdmomt
Happy,6+ months - 6 years,Companionship and affection,Another country or island,Individual personality/behavior,Size,Trainability,Age,Compatability with other pets in the home,Appearance,"Partially, I grew to love the dog over time",True,,,False,True,Individual personality/behavior,Size,Trainability,Compatability with other pets in the home,Age,Appearance,Shelter/Rescue,4c69f115dff40bcbdecd7230d722c1e2,,, ,3/5/2020 18:01:20,myp3t1wy0mx51golkmyp3honw7lq9hd4
Lucian,1 week - 6 months,"Someone else in the home wanted a dog (e.g. kids, spouse)",Breeder,Compatability with other pets in the home,Individual personality/behavior,Breed,Age,Appearance,Trainability,Yes,True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Breed,Appearance,Size,Trainability,Shelter/Rescue,adcf697607c28405e1c0e4c3807bd984,We have submissions for:,,,3/5/2020 18:02:50,3gvw0zdg46kj6du3gvw54tvq9p4lnemp
Jessie,1 week - 6 months,Companion for another dog or pet,Breeder,Breed,Age,Appearance,Individual personality/behavior,Compatability with other pets in the home,Size,Yes,True,,,True,,,,,,,,,a5f995652da352f127eb723f53e34502,,, ,3/5/2020 18:03:39,z36ydllr1gi16gbwu7lz36ydllrmlben
Zoe,1 week - 6 months,Companionship and affection,Shelter/Rescue,Age,Size,Individual personality/behavior,Appearance,Individual personality/behavior,Trainability,Yes,True,,,True,,,,,,,,,1c2f17b59cfe69acec576f58492ebf4e,,, ,3/5/2020 18:03:53,loqsotfn7sl1t654197loqsilq4stkgq
Bearded Collie,1 week - 6 months,Companionship and affection,Online,Appearance,Individual personality/behavior,Size,Compatability with other pets in the home,Trainability,Age,Yes,True,,,False,True,Appearance,Individual personality/behavior,Breed,Size,Compatability with other pets in the home,Trainability,Shelter/Rescue,dce05e743b00aa14c835c5d98b2f4f9d,,, ,3/5/2020 18:04:06,5bzs6n764ylc9w9h5bzssl3t7bnkw83x
Ladybugg,6+ years,Companionship and affection,Breeder,Size,Appearance,Individual personality/behavior,Trainability,Breed,Age,Yes,True,,,False,True,Size,Breed,Appearance,Individual personality/behavior,Trainability,Age,Shelter/Rescue,d4e1d360f6c0f404032fbd01dfbf05b8,,, ,3/5/2020 18:06:03,ad4gx90zv7ix0g9q7oyad4a1l2dpodh7
Hallie,1 week - 6 months,Companion for another dog or pet,Online,Breed,Age,Appearance,Compatability with other pets in the home,Size,Trainability,"Partially, I grew to love the dog over time",True,,,False,True,Breed,Individual personality/behavior,Compatability with other pets in the home,Age,Size,Appearance,Shelter/Rescue,a5f995652da352f127eb723f53e34502,We have submissions for:,,", ",3/5/2020 18:06:44,6m37oslejbr3jl3dg2m6m37oeaeuou04
Tess,1 week - 6 months,"Exercise, adventure partner",Shelter/Rescue,Individual personality/behavior,Size,Age,Breed,Appearance,Trainability,"Partially, I accepted the dog and made it work",True,,,False,True,Individual personality/behavior,Breed,Size,Age,Trainability,Appearance,Shelter/Rescue,c02246f9f80b762091af2ef10092fe8a,,, ,3/5/2020 18:06:51,b6flint33zj1n06tqrpqm4b6flint3kp
Bandi,1 week - 6 months,as a dog trainer,Shelter/Rescue,Individual personality/behavior,Trainability,Size,Breed,Age,Compatability with other pets in the home,Yes,True,,,False,False,,,,,,,,383671e03647dce4ccca34cfaf95a6eb,,, ,3/5/2020 18:07:34,l00di060j6sv3xt5hl00di069d3rjru0
Missy,1 week - 6 months,Companionship and affection,Shelter/Rescue,Breed,Compatability with other pets in the home,Age,Appearance,Individual personality/behavior,Trainability,"Partially, I accepted the dog and made it work",True,,,True,,,,,,,,,33c1a12dcac81ddf6c8d9b4505657380,,, ,3/5/2020 18:08:14,cxwkdghi50h0wb0vztfycxwk62nzrfju
Rory,6+ months - 6 years,Wanted one more puppy while I am able.,Breeder,Breed,Individual personality/behavior,Appearance,Trainability,Compatability with other pets in the home,Size,Yes,True,,,False,True,Breed,Individual personality/behavior,Appearance,Compatability with other pets in the home,Size,Trainability,Breeder,716437d6c62861ddde16bb5815088e24,,, ,3/5/2020 18:08:37,5v3olw4phb3r1u6wld25v3ol7mk2rx4v
Foster,6+ months - 6 years,Companionship and affection,Breeder,Breed,Trainability,Size,Individual personality/behavior,Appearance,Age,Yes,True,,,False,True,Trainability,Breed,Individual personality/behavior,Age,Appearance,Appearance,Breeder,a5b3720aebcb23617a050abfabf2c400,,, ,3/5/2020 18:08:45,dk3bgontqtdefcc0qrg9bdk3bsen4cay
Foxxy,Less than 1 week,"I wasn't motivated to get a new dog.  She needed a home, and i foster failed",Another country or island,Individual personality/behavior,Appearance,Size,Trainability,Breed,Age,"Partially, I grew to love the dog over time",True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Trainability,Size,Appearance,Age,Shelter/Rescue,753b954f96dcd8fd8c67ad9953a3919f,,, ,3/5/2020 18:10:48,babfwe6sxlb4nf79ailbabllme6l5shz
Colby,6+ months - 6 years,Companionship and affection,Breeder,Individual personality/behavior,Size,Age,Appearance,Breed,Trainability,Yes,True,,,False,True,Individual personality/behavior,Size,Age,Appearance,Breed,Trainability,Breeder,567aa4302a1af15a8443df6290d8e430,,, ,3/5/2020 18:11:18,23s5bb4irl0qhrpmrr23s5bbpk9zoonz
Preacher,1 week - 6 months,Social interaction,Shelter/Rescue,Breed,Individual personality/behavior,Appearance,Age,Size,Compatability with other pets in the home,Yes,True,,,False,True,Breed,Individual personality/behavior,Size,Age,Compatability with other pets in the home,Appearance,Shelter/Rescue,33c1a12dcac81ddf6c8d9b4505657380,We have submissions for:,,", ",3/5/2020 18:11:21,s1r6ybqu4ub6jpqvs1r6yayrclo36htp
Bertie,6+ months - 6 years,Companionship and affection,Breeder,Breed,Individual personality/behavior,Appearance,Compatability with other pets in the home,Size,Age,Yes,True,,,False,True,Breed,Compatability with other pets in the home,Appearance,Individual personality/behavior,Size,Age,Breeder,c6ca4fa69eb9e265cd6deaefc632b587,,, ,3/5/2020 18:11:49,24eg1yh3z2m3r864kddfh6o24eg1yh5d
Carly,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Compatability with other pets in the home,Trainability,Age,Appearance,Size,Yes,True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Trainability,Appearance,Size,Age,Shelter/Rescue,cc45d41f9f4b9d943d9fa50b80c2159a,,, ,3/5/2020 18:12:22,c6omhk7u439wyyaoac6omqiou9oythda
Patronus,1 week - 6 months,Companionship and affection,Family member or friend,Individual personality/behavior,Trainability,Size,Compatability with other pets in the home,Breed,Appearance,Yes,True,,,True,,,,,,,,,208abe1e2b520c913ac97a407cdfc082,,, ,3/5/2020 18:13:26,3dkq2g7qjcaxwhovh3dkq2gd8k2dpye6
Beau,6+ months - 6 years,Working or sporting,Shelter/Rescue,Individual personality/behavior,Age,Trainability,Size,Breed,Appearance,"Partially, I accepted the dog and made it work",True,,,False,True,Individual personality/behavior,Age,Breed,Trainability,Size,Compatability with other pets in the home,Breeder,869357b1132b1a2cb512301d086d7a7c,,, ,3/5/2020 18:13:42,n98trkbzw4z63afwzn98en4sqw6dvnbm
Danny,1 week - 6 months,Working or sporting,Breeder,Breed,Individual personality/behavior,Trainability,Age,Appearance,Compatability with other pets in the home,Yes,True,,,False,True,Breed,Individual personality/behavior,Trainability,Age,Age,Appearance,Breeder,f2f98c84625ac18739e0ab23e241bb07,,, ,3/5/2020 18:13:53,8yfkvaim1ip2zj5cd4u98yfkoezxhz58
Presley,1 week - 6 months,Companionship and affection,Shelter/Rescue,Breed,Size,Individual personality/behavior,Appearance,Trainability,Age,Yes,True,,,False,True,Compatability with other pets in the home,Breed,Size,Individual personality/behavior,Trainability,Appearance,Shelter/Rescue,9c7e649a00fd40c4aa121953aa1f634e,,, ,3/5/2020 18:13:55,9jnetxorw8aqmpdlq9jneurvwctp4mtj
Bentley,1 week - 6 months,"Exercise, adventure partner",Shelter/Rescue,Breed,Age,Individual personality/behavior,Compatability with other pets in the home,Appearance,Trainability,Yes,True,,,False,True,Trainability,Individual personality/behavior,Compatability with other pets in the home,Size,Age,Breed,Breeder,6f91b3978133738c1faa7287578501d1,,, ,3/5/2020 18:14:19,8lho8ka46ej4s268lhou3p486kuk4fpy
Zumi,1 week - 6 months,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Trainability,Breed,Age,Appearance,Size,"Partially, I grew to love the dog over time",True,,,False,True,Individual personality/behavior,Trainability,Compatability with other pets in the home,Age,Size,Breed,Breeder,208abe1e2b520c913ac97a407cdfc082,We have submissions for:,,", ",3/5/2020 18:15:17,pgrqajf3kxcooux0clrapgrqaxbqmxub
Troy,1 week - 6 months,Companion for another dog or pet,Shelter/Rescue,Individual personality/behavior,Compatability with other pets in the home,Size,Trainability,Age,Breed,Yes,True,,,False,True,Individual personality/behavior,Trainability,Compatability with other pets in the home,Breed,Appearance,Age,Shelter/Rescue,0143addbe877065bb8d940e6e8901700,,, ,3/5/2020 18:18:04,zv88485gztfbostoguzv88485qpqcj94
Winnie,1 week - 6 months,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Size,Appearance,Age,Trainability,Breed,Yes,False,6+ years,Passed,False,True,Individual personality/behavior,Size,Age,Trainability,Appearance,Compatability with other pets in the home,Shelter/Rescue,d30a473b64e05694b6a7320eff8e62d3,,, ,3/5/2020 18:18:19,3l8upumht2ykvcj8on273l8upvti7xjv
Bailey,1 week - 6 months,Companionship and affection,Family member or friend,Breed,Individual personality/behavior,Age,Appearance,Compatability with other pets in the home,Trainability,Yes,True,,,False,True,Breed,Age,Individual personality/behavior,Compatability with other pets in the home,Appearance,Trainability,Family member or friend,ddc546ec3aee4561b7f566937119697f,,, ,3/5/2020 18:19:08,ceysocdtzmtk0fnswhlceysocdom05zt
leto,Less than 1 week,She was in the prison dog program and I was the liaison. I fell in love with her over the 12 weeks.,Shelter/Rescue,Compatability with other pets in the home,Individual personality/behavior,Size,Age,Breed,Appearance,Yes,True,,,True,,,,,,,,,4a47fa542a3f1d453c815f7f495dbfdd,,, ,3/5/2020 18:19:18,gtdj09gd71gkzmtpl8qgtdj09ft76v4g
sox,6+ months - 6 years,Companionship and affection,Breeder,Individual personality/behavior,Trainability,Appearance,Size,Breed,Age,Yes,True,,,False,True,Compatability with other pets in the home,Individual personality/behavior,Trainability,Appearance,Size,Breed,Shelter/Rescue,b522afe5a5c8147ffa481e1fd6f00c1e,,, ,3/5/2020 18:20:19,nv5qlg4ywz204j2wb8ukq02nv5qlg4yn
Farrah,1 week - 6 months,Companionship and affection,Breeder,Individual personality/behavior,Compatability with other pets in the home,Trainability,Appearance,Age,Size,Yes,True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Trainability,Size,Age,Breed,Shelter/Rescue,44c49a3920623ca5f9b7b21660ec7ce6,,, ,3/5/2020 18:21:44,sded6nda525gcksded6fusvw5a5sxi4g
Charlotte,6+ months - 6 years,"Someone else in the home wanted a dog (e.g. kids, spouse)",Breeder,Compatability with other pets in the home,Breed,Age,Individual personality/behavior,Trainability,Size,"Partially, I grew to love the dog over time",True,,,False,True,Size,Compatability with other pets in the home,Individual personality/behavior,Trainability,Breed,Age,Shelter/Rescue,22c6a33e90b11f8f9ec9883c35ead601,,, ,3/5/2020 18:21:47,mh2n6wszdayh8daipedfmh2n6mw5h2ys
Katie,1 week - 6 months,Working or sporting,Shelter/Rescue,Individual personality/behavior,Age,Appearance,Trainability,Size,Compatability with other pets in the home,"Partially, I grew to love the dog over time",True,,,True,,,,,,,,,bec9cad31e05817716a5c6da2ce453da,,, ,3/5/2020 18:22:07,mmoe59xf0gu334vttf03mmoe596hjpv4
Equis,Less than 1 week,Compassion ,Found roaming,Appearance,Individual personality/behavior,Compatability with other pets in the home,Age,Size,Trainability,Yes,False,6+ months - 6 years,Passed,True,,,,,,,,,d87dcd37363eaf2063e76511b373b95e,,, ,3/5/2020 18:22:20,uqqa4itojdj8363kp858uqqa4ipku4xc
Phil,1 week - 6 months,He was a stray who showed up in the yard of a fellow employee. ,Found roaming,Individual personality/behavior,Compatability with other pets in the home,Age,Appearance,Size,Breed,"Partially, I grew to love the dog over time",True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Age,Size,Breed,Appearance,Shelter/Rescue,4a47fa542a3f1d453c815f7f495dbfdd,We have submissions for:,,", ",3/5/2020 18:22:20,7kuotkmaplllnr27kuh5rcsjqz3lhrgm
Angel,1 week - 6 months,Companionship and affection,Shelter/Rescue,Individual personality/behavior,Size,Age,Breed,Appearance,Trainability,Yes,True,,,False,True,Individual personality/behavior,Compatability with other pets in the home,Breed,Size,Appearance,Trainability,Shelter/Rescue,b168205bd12123be75d897a2d8ec55a0,,, ,3/5/2020 18:23:46,e219vh9wjlosqze1ltahe219vagwafh6
Bryn,1 week - 6 months,Companion for another dog or pet,Shelter/Rescue,Individual personality/behavior,Breed,Compatability with other pets in the home,Age,Size,Appearance,"Partially, I grew to love the dog over time",True,,,False,True,Individual personality/behavior,Breed,Trainability,Compatability with other pets in the home,Age,Appearance,Breeder,bec9cad31e05817716a5c6da2ce453da,We have submissions for:,,", ",3/5/2020 18:24:07,tsy4jx5wrcf8rwpcttsy4jqkf8o8742i
Gema,1 week - 6 months,Companionship and affection,Breeder,Breed,Individual personality/behavior,Appearance,Trainability,Size,Compatability with other pets in the home,Yes,True,,,False,True,Individual personality/behavior,Breed,Appearance,Trainability,Size,Compatability with other pets in the home,Breeder,2a958a19c348febaf76670adca12f029,,, ,3/5/2020 18:24:20,uymyu8i275kv64vrkt3uymyu8iuidnqt
Duna,1 week - 6 months,"Someone else in the home wanted a dog (e.g. kids, spouse)",Online,Size,Appearance,Trainability,Breed,Age,Individual personality/behavior,"Partially, I grew to love the dog over time",True,,,True,,,,,,,,,d87dcd37363eaf2063e76511b373b95e,We have submissions for:,,", ",3/5/2020 18:24:42,6x24xh7pa4mqauxpqqy908196x24xh7c
Wicket,6+ months - 6 years,Companionship and affection,Shelter/Rescue,Size,Breed,Individual personality/behavior,Appearance,Trainability,Age,Yes,True,,,False,True,Compatability with other pets in the home,Size,Individual personality/behavior,Breed,Trainability,Appearance,Shelter/Rescue,f653fa788d6231b3d44de52e143ce6d7,,, ,3/5/2020 18:25:10,bqqee98hm78pq8bqqe40518vd6wmar2c
Sierra,1 week - 6 months,Companionship and affection,Breeder,Breed,Appearance,Age,Individual personality/behavior,Trainability,Size,Yes,True,,,False,False,,,,,,,,eac8e8d965502481ef085d865d6c0917,,, ,3/5/2020 18:26:05,7qcs6bys3a0hdqxkv56dg7qcs6bzzjji
Minnie,Less than 1 week,Companionship and affection,Shelter/Rescue,Breed,Individual personality/behavior,Trainability,Appearance,Compatability with other pets in the home,Size,Yes,True,,,True,,,,,,,,,972db5561692755e1988395ffef7111f,,, ,3/5/2020 18:26:38,n8ln2zie2hjnf64nbun8ln2z64s5dtna
Max,Less than 1 week,Companionship and affection,Local pet shop,Appearance,Breed,Age,Individual personality/behavior,Compatability with other pets in the home,Trainability,Yes,True,,,True,,,,,,,,,5235c0196c030693446825f1d86ac38c,,, ,3/5/2020 18:28:02,4n4nvyczq4j8vdru6q6sl4n4nvycz06t
Fredo Potato,6+ months - 6 years,Companion for another dog or pet,Breeder,Breed,Appearance,Individual personality/behavior,Compatability with other pets in the home,Age,Size,Yes,True,,,True,,,,,,,,,80603f15c8a397ceed920f5caef6e50b,,, ,3/5/2020 18:28:20,hdeuhvp2jedgl44xp3uhdeuhfr7odagz
Daisy,1 week - 6 months,Companion for another dog or pet,Shelter/Rescue,Compatability with other pets in the home,Breed,Individual personality/behavior,Trainability,Age,Appearance,Yes,True,,,False,True,Breed,Compatability with other pets in the home,Individual personality/behavior,Trainability,Age,Size,Shelter/Rescue,972db5561692755e1988395ffef7111f,We have submissions for:,,", ",3/5/2020 18:28:35,vq8h0886nekoqzjubfpcvq8hghthok9x
